"Cidade","UF","Pais","cidade","lat","lon","freq"
"São Miguel do Tapuio","Piauí","Brasil","São Miguel do Tapuio, Piauí, Brasil",-5.5015262,-41.3214276,3
"Buriti dos Montes","Piauí","Brasil","Buriti dos Montes, Piauí, Brasil",-5.3136171,-41.0971256,2
"Novo Santo Antônio","Piauí","Brasil","Novo Santo Antônio, Piauí, Brasil",-5.2870106,-41.9359942,1
"Castelo do Piauí","Piauí","Brasil","Castelo do Piauí, Piauí, Brasil",-5.3230426,-41.5546185,9
"Cocal de Telha","Piauí","Brasil","Cocal de Telha, Piauí, Brasil",-4.5553648,-41.9722429,1
"Tapira","Minas Gerais","Brasil","Tapira, Minas Gerais, Brasil",-19.9225,-46.823056,5
"Pontalina","Goiás","Brasil","Pontalina, Goiás, Brasil",-17.5192214,-49.4499041,4
"Itaporanga","São Paulo","Brasil","Itaporanga, São Paulo, Brasil",-23.7066252,-49.4895934,40
"Paripueira","Alagoas","Brasil","Paripueira, Alagoas, Brasil",-9.463133,-35.551977,22
"Casablanca",NA,"Marrocos","Casablanca, NA, Marrocos",33.5950627,-7.6187768,4
"Araguaiana","Mato Grosso","Brasil","Araguaiana, Mato Grosso, Brasil",-15.729144,-51.834112,6
"Novo Gama","Goiás","Brasil","Novo Gama, Goiás, Brasil",-16.0496528,-48.0304615,3
"Bariri","São Paulo","Brasil","Bariri, São Paulo, Brasil",-22.0746355,-48.7394852,3
"Rubim","Minas Gerais","Brasil","Rubim, Minas Gerais, Brasil",-16.3754471,-40.5382424,5
"Toritama","Pernambuco","Brasil","Toritama, Pernambuco, Brasil",-8.0083743,-36.058776,11
"São Salvador do Tocantins","Tocantins","Brasil","São Salvador do Tocantins, Tocantins, Brasil",-12.7503331,-48.2352148,1
"Campanário","Minas Gerais","Brasil","Campanário, Minas Gerais, Brasil",-18.2398144,-41.7271768,2
"Cidade de Goiás","Goiás","Brasil","Cidade de Goiás, Goiás, Brasil",-16.1429658,-47.9313604,37
"Pirapemas","Maranhão","Brasil","Pirapemas, Maranhão, Brasil",-3.7270563,-44.2267429,2
"Macatuba","São Paulo","Brasil","Macatuba, São Paulo, Brasil",-22.50022,-48.710229,2
"Duartina","São Paulo","Brasil","Duartina, São Paulo, Brasil",-22.414562,-49.408355,3
"Pederneiras","São Paulo","Brasil","Pederneiras, São Paulo, Brasil",-22.351086,-48.778113,11
"Peruíbe","São Paulo","Brasil","Peruíbe, São Paulo, Brasil",-24.3218105,-46.9977452,7
"Terezópolis de Goiás","Goiás","Brasil","Terezópolis de Goiás, Goiás, Brasil",-16.4837865,-49.0949299,1
"Esplanada","Bahia","Brasil","Esplanada, Bahia, Brasil",-11.800614,-37.9453,8
"Barão de Melgaço","Mato Grosso","Brasil","Barão de Melgaço, Mato Grosso, Brasil",-16.195776,-55.9668049,4
"Manoel Ribas","Paraná","Brasil","Manoel Ribas, Paraná, Brasil",-24.5177239,-51.6685729,6
"Cambridge",NA,"Reino Unido","Cambridge, NA, Reino Unido",52.2034823,0.1235817,1
"São João do Soter","Maranhão","Brasil","São João do Soter, Maranhão, Brasil",-5.1122323,-43.8109269,3
"Nova Palma","Rio Grande do Sul","Brasil","Nova Palma, Rio Grande do Sul, Brasil",-29.4711081,-53.4693751,1
"Fartura do Piauí","Piauí","Brasil","Fartura do Piauí, Piauí, Brasil",-9.4839171,-42.7906894,6
"Feliz Deserto","Alagoas","Brasil","Feliz Deserto, Alagoas, Brasil",-10.292494,-36.3028583,2
"Rafael Godeiro","Rio Grande do Norte","Brasil","Rafael Godeiro, Rio Grande do Norte, Brasil",-6.0757937,-37.7173064,5
"Curimatá","Piauí","Brasil","Curimatá, Piauí, Brasil",-10.0349005,-44.3033114,21
"Coronel José Dias","Piauí","Brasil","Coronel José Dias, Piauí, Brasil",-8.8252316,-42.4782948,12
"Quedas do Iguaçu","Paraná","Brasil","Quedas do Iguaçu, Paraná, Brasil",-25.453001,-52.9090429,4
"Ibiquera","Bahia","Brasil","Ibiquera, Bahia, Brasil",-12.6489164,-40.9323004,14
"Caridade do Piauí","Piauí","Brasil","Caridade do Piauí, Piauí, Brasil",-7.7331063,-40.9883665,7
"Capelinha","Minas Gerais","Brasil","Capelinha, Minas Gerais, Brasil",-17.693889,-42.518611,2
"São Lourenço do Piauí","Piauí","Brasil","São Lourenço do Piauí, Piauí, Brasil",-9.1680968,-42.545289,7
"Filadélfia","Bahia","Brasil","Filadélfia, Bahia, Brasil",-10.7418885,-40.1304175,12
"Medina","Minas Gerais","Brasil","Medina, Minas Gerais, Brasil",-16.2270466,-41.4763373,5
"Jequitinhonha","Minas Gerais","Brasil","Jequitinhonha, Minas Gerais, Brasil",-16.433333,-41.003056,8
"Chorrochó","Bahia","Brasil","Chorrochó, Bahia, Brasil",-8.9774059,-39.0993132,12
"Abaré","Bahia","Brasil","Abaré, Bahia, Brasil",-8.7239913,-39.1139689,22
"Lindenberg im Allgau",NA,"Alemanha","Lindenberg im Allgau, NA, Alemanha",47.6015641,9.8863905,2
"Friedrichshafen",NA,"Alemanha","Friedrichshafen, NA, Alemanha",47.6505715,9.4797531,4
"Serra Negra do Norte","Rio Grande do Norte","Brasil","Serra Negra do Norte, Rio Grande do Norte, Brasil",-6.6627568,-37.4010583,10
"São Fernando","Rio Grande do Norte","Brasil","São Fernando, Rio Grande do Norte, Brasil",-6.379745,-37.186362,4
"Bom Sucesso","Paraíba","Brasil","Bom Sucesso, Paraíba, Brasil",-6.4458948,-37.9297662,22
"Jericó","Paraíba","Brasil","Jericó, Paraíba, Brasil",-6.5531817,-37.8078194,5
"Kittilä",NA,"Finlândia","Kittilä, NA, Finlândia",67.651985,24.9095086,1
"Guayaramerín",NA,"Bolívia","Guayaramerín, NA, Bolívia",-10.8182232,-65.3550143,NA
"Pereiro","Ceará","Brasil","Pereiro, Ceará, Brasil",-6.046269,-38.4604192,2
"Matriz de Camaragibe","Alagoas","Brasil","Matriz de Camaragibe, Alagoas, Brasil",-9.154373,-35.524302,9
"Tabuleiro do Norte","Ceará","Brasil","Tabuleiro do Norte, Ceará, Brasil",-5.2440865,-38.1284605,14
"Uruana","Goiás","Brasil","Uruana, Goiás, Brasil",-15.4998907,-49.6870172,2
"Bela Vista do Paraíso","Paraná","Brasil","Bela Vista do Paraíso, Paraná, Brasil",-22.9948493,-51.1907996,1
"Macururé","Bahia","Brasil","Macururé, Bahia, Brasil",-9.1717089,-39.0574899,11
"Viradouro","São Paulo","Brasil","Viradouro, São Paulo, Brasil",-20.8726051,-48.2968122,4
"Pio IX","Piauí","Brasil","Pio IX, Piauí, Brasil",-6.8351921,-40.6148654,29
"Barro Preto","Bahia","Brasil","Barro Preto, Bahia, Brasil",-14.8068289,-39.4727588,41
"Arataca","Bahia","Brasil","Arataca, Bahia, Brasil",-15.2617424,-39.4122943,19
"Campo Limpo Paulista","São Paulo","Brasil","Campo Limpo Paulista, São Paulo, Brasil",-23.207791,-46.788919,9
"Dumont","São Paulo","Brasil","Dumont, São Paulo, Brasil",-21.2391417,-47.9747665,2
"Bannach","Pará","Brasil","Bannach, Pará, Brasil",-7.3508505,-50.4064531,3
"Capela","Alagoas","Brasil","Capela, Alagoas, Brasil",-9.415041,-36.082583,23
"Alvorada do Norte","Goiás","Brasil","Alvorada do Norte, Goiás, Brasil",-14.483911,-46.4959897,3
"Umirim","Ceará","Brasil","Umirim, Ceará, Brasil",-3.6777738,-39.348725,7
"Jundiaí do Sul","Paraná","Brasil","Jundiaí do Sul, Paraná, Brasil",-23.4369861,-50.2478173,2
"Dom Aquino","Mato Grosso","Brasil","Dom Aquino, Mato Grosso, Brasil",-15.809899,-54.922298,4
"Casinhas","Pernambuco","Brasil","Casinhas, Pernambuco, Brasil",-7.744698,-35.7250923,6
"Irajuba","Bahia","Brasil","Irajuba, Bahia, Brasil",-13.2525307,-40.0842042,6
"Alcantil","Paraíba","Brasil","Alcantil, Paraíba, Brasil",-7.7425491,-36.0609604,12
"São Miguel do Gostoso","Rio Grande do Norte","Brasil","São Miguel do Gostoso, Rio Grande do Norte, Brasil",-5.1230207,-35.6353882,6
"Maxaranguape","Rio Grande do Norte","Brasil","Maxaranguape, Rio Grande do Norte, Brasil",-5.5175989,-35.2585401,7
"Caiçara do Norte","Rio Grande do Norte","Brasil","Caiçara do Norte, Rio Grande do Norte, Brasil",-5.0645017,-36.0561226,3
"Alto Caparaó","Minas Gerais","Brasil","Alto Caparaó, Minas Gerais, Brasil",-20.4405661,-41.8683799,1
"Rodrigues Alves","Acre","Brasil","Rodrigues Alves, Acre, Brasil",-7.7380283,-72.6509379,12
"Witmarsum","Santa Catarina","Brasil","Witmarsum, Santa Catarina, Brasil",-26.927487,-49.794675,1
"Nazaré do Piauí","Piauí","Brasil","Nazaré do Piauí, Piauí, Brasil",-6.9709737,-42.6707675,11
"Araçaí","Minas Gerais","Brasil","Araçaí, Minas Gerais, Brasil",-19.200833,-44.2475,2
"Novo Alegre","Tocantins","Brasil","Novo Alegre, Tocantins, Brasil",-12.915134,-46.5740939,2
"Bela Cruz","Ceará","Brasil","Bela Cruz, Ceará, Brasil",-3.0529129,-40.167582,6
"Britânia","Goiás","Brasil","Britânia, Goiás, Brasil",-15.2427599,-51.1602061,6
"Edmonton",NA,"Canadá","Edmonton, NA, Canadá",53.535411,-113.507996,7
"Coreaú","Ceará","Brasil","Coreaú, Ceará, Brasil",-3.5519794,-40.6528409,3
"São Carlos","Santa Catarina","Brasil","São Carlos, Santa Catarina, Brasil",-27.081863,-53.0051018,258
"Chandigarh",NA,"Índia","Chandigarh, NA, Índia",30.7194022,76.7646552,2
"Quipapá","Pernambuco","Brasil","Quipapá, Pernambuco, Brasil",-8.8269434,-36.011622,1
"Santa Brígida","Bahia","Brasil","Santa Brígida, Bahia, Brasil",-9.7343772,-38.1259256,5
"São João da Fronteira","Piauí","Brasil","São João da Fronteira, Piauí, Brasil",-3.9390215,-41.2592109,1
"Domingos Mourão","Piauí","Brasil","Domingos Mourão, Piauí, Brasil",-4.2544732,-41.2722903,1
"Guaramiranga","Ceará","Brasil","Guaramiranga, Ceará, Brasil",-4.2615431,-38.9339337,55
"Tapiramutá","Bahia","Brasil","Tapiramutá, Bahia, Brasil",-11.8447604,-40.7970527,3
"Riachuelo","Sergipe","Brasil","Riachuelo, Sergipe, Brasil",-10.7323307,-37.1863203,12
"Serrinha","Rio Grande do Norte","Brasil","Serrinha, Rio Grande do Norte, Brasil",-6.2783153,-35.4958285,39
"Guayaquil",NA,"Equador","Guayaquil, NA, Equador",-1.0089225,-77.8150838,3
"Igaci","Alagoas","Brasil","Igaci, Alagoas, Brasil",-9.537678,-36.637191,12
"Craíbas","Alagoas","Brasil","Craíbas, Alagoas, Brasil",-9.6168038,-36.7684669,16
"Rio Fortuna","Santa Catarina","Brasil","Rio Fortuna, Santa Catarina, Brasil",-28.1335539,-49.1048223,7
"Praia Norte","Tocantins","Brasil","Praia Norte, Tocantins, Brasil",-5.392812,-47.811144,1
"Sanclerlândia","Goiás","Brasil","Sanclerlândia, Goiás, Brasil",-16.1993165,-50.309374,60
"Salgadinho","Paraíba","Brasil","Salgadinho, Paraíba, Brasil",-7.1024779,-36.8446805,8
"Maruim","Sergipe","Brasil","Maruim, Sergipe, Brasil",-10.7372604,-37.0817469,7
"Feira Nova","Sergipe","Brasil","Feira Nova, Sergipe, Brasil",-10.2629878,-37.3131265,6
"Vassouras","Rio de Janeiro","Brasil","Vassouras, Rio de Janeiro, Brasil",-22.4040394,-43.6633853,12
"Feira Nova","Pernambuco","Brasil","Feira Nova, Pernambuco, Brasil",-7.9481471,-35.3871681,6
"Itaipava","Rio de Janeiro","Brasil","Itaipava, Rio de Janeiro, Brasil",-22.3870303,-43.1328189,34
"Antônio Martins","Rio Grande do Norte","Brasil","Antônio Martins, Rio Grande do Norte, Brasil",-6.2155812,-37.8890129,3
"Marcelino Vieira","Rio Grande do Norte","Brasil","Marcelino Vieira, Rio Grande do Norte, Brasil",-6.2938597,-38.1622228,4
"José da Penha","Rio Grande do Norte","Brasil","José da Penha, Rio Grande do Norte, Brasil",-6.3188,-38.2853568,3
"Inconfidentes","Minas Gerais","Brasil","Inconfidentes, Minas Gerais, Brasil",-22.3168866,-46.3279182,15
"Mojuí dos Campos","Pará","Brasil","Mojuí dos Campos, Pará, Brasil",-2.682167,-54.642717,10
"Iúna","Espírito Santo","Brasil","Iúna, Espírito Santo, Brasil",-20.3427029,-41.5360386,10
"Giruá","Rio Grande do Sul","Brasil","Giruá, Rio Grande do Sul, Brasil",-28.0299396,-54.3506855,5
"Santa Amélia","Paraná","Brasil","Santa Amélia, Paraná, Brasil",-23.2661996,-50.4278622,2
"Mato Leitão","Rio Grande do Sul","Brasil","Mato Leitão, Rio Grande do Sul, Brasil",-29.5281244,-52.1278069,1
"Uarini","Amazonas","Brasil","Uarini, Amazonas, Brasil",-2.9827061,-65.1578615,7
"Sobradinho","Rio Grande do Sul","Brasil","Sobradinho, Rio Grande do Sul, Brasil",-29.4131826,-53.0256794,12
"Planaltino","Bahia","Brasil","Planaltino, Bahia, Brasil",-13.2600789,-40.3692123,2
"Mutuípe","Bahia","Brasil","Mutuípe, Bahia, Brasil",-13.2282298,-39.5060149,4
"Arambaré","Rio Grande do Sul","Brasil","Arambaré, Rio Grande do Sul, Brasil",-30.9132252,-51.4994625,3
"Pucallpa",NA,"Peru","Pucallpa, NA, Peru",-8.3820737,-74.5387507,2
"Japoatã","Sergipe","Brasil","Japoatã, Sergipe, Brasil",-10.3467864,-36.799878,11
"Cruzeta","Rio Grande do Norte","Brasil","Cruzeta, Rio Grande do Norte, Brasil",-6.4113343,-36.7872964,6
"Bonito","Pernambuco","Brasil","Bonito, Pernambuco, Brasil",-8.4721161,-35.7314591,40
"Garibaldi","Rio Grande do Sul","Brasil","Garibaldi, Rio Grande do Sul, Brasil",-29.2562253,-51.5269167,3
"Fazenda Nova","Goiás","Brasil","Fazenda Nova, Goiás, Brasil",-16.185602,-50.7795674,2
"Cristina","Minas Gerais","Brasil","Cristina, Minas Gerais, Brasil",-22.212222,-45.264167,2
"Monte Mor","São Paulo","Brasil","Monte Mor, São Paulo, Brasil",-22.945043,-47.312182,5
"Paulistana","Piauí","Brasil","Paulistana, Piauí, Brasil",-8.1389174,-41.1380533,19
"Presidente Kennedy","Espírito Santo","Brasil","Presidente Kennedy, Espírito Santo, Brasil",-21.1000137,-41.0436113,1
"Pittsburgh",NA,"Estados Unidos da América","Pittsburgh, NA, Estados Unidos da América",40.4416941,-79.9900861,8
"Ilha Solteira","São Paulo","Brasil","Ilha Solteira, São Paulo, Brasil",-20.4281001,-51.3410871,24
"Italva","Rio de Janeiro","Brasil","Italva, Rio de Janeiro, Brasil",-21.4214056,-41.6907956,4
"Itainópolis","Piauí","Brasil","Itainópolis, Piauí, Brasil",-7.4477036,-41.4802946,8
"Daca",NA,"Bangladesh","Daca, NA, Bangladesh",23.7593572,90.3788136,5
"Ivolândia","Goiás","Brasil","Ivolândia, Goiás, Brasil",-16.6050122,-50.792374,2
"Paim Filho","Rio Grande do Sul","Brasil","Paim Filho, Rio Grande do Sul, Brasil",-27.710298,-51.7599913,2
"Conceição da Feira","Bahia","Brasil","Conceição da Feira, Bahia, Brasil",-12.5013001,-39.0002166,3
"Patos do Piauí","Piauí","Brasil","Patos do Piauí, Piauí, Brasil",-7.6799549,-41.245425,4
"Horizontina","Rio Grande do Sul","Brasil","Horizontina, Rio Grande do Sul, Brasil",-27.627931,-54.3090256,6
"Vera","Mato Grosso","Brasil","Vera, Mato Grosso, Brasil",-12.2949604,-55.2947571,10
"Irapuru","São Paulo","Brasil","Irapuru, São Paulo, Brasil",-21.5691828,-51.3494606,2
"Maria da Fé","Minas Gerais","Brasil","Maria da Fé, Minas Gerais, Brasil",-22.3081652,-45.3752771,7
"Pacatuba","Sergipe","Brasil","Pacatuba, Sergipe, Brasil",-10.4506594,-36.6473212,11
"Cedro de São João","Sergipe","Brasil","Cedro de São João, Sergipe, Brasil",-10.2506778,-36.8816067,4
"Pilar de Goiás","Goiás","Brasil","Pilar de Goiás, Goiás, Brasil",-14.7628082,-49.5797292,4
"Barroquinha","Ceará","Brasil","Barroquinha, Ceará, Brasil",-3.0200371,-41.1339229,5
"Fortim","Ceará","Brasil","Fortim, Ceará, Brasil",-4.451256,-37.798056,4
"Coromandel","Minas Gerais","Brasil","Coromandel, Minas Gerais, Brasil",-18.473889,-47.200278,7
"Araci","Bahia","Brasil","Araci, Bahia, Brasil",-11.3356065,-38.9573261,7
"Santana do Mundaú","Alagoas","Brasil","Santana do Mundaú, Alagoas, Brasil",-9.171413,-36.217608,3
"Branquinha","Alagoas","Brasil","Branquinha, Alagoas, Brasil",-9.2478057,-36.0152009,2
"Trajano de Moraes","Rio de Janeiro","Brasil","Trajano de Moraes, Rio de Janeiro, Brasil",-22.0637911,-42.0644414,3
"Piranguinho","Minas Gerais","Brasil","Piranguinho, Minas Gerais, Brasil",-22.4029372,-45.5338952,2
"Acauã","Piauí","Brasil","Acauã, Piauí, Brasil",-8.219542,-41.083059,21
"Japurá","Amazonas","Brasil","Japurá, Amazonas, Brasil",-1.8808468,-66.9967657,14
"Muqui","Espírito Santo","Brasil","Muqui, Espírito Santo, Brasil",-20.9509368,-41.3444285,2
"Governador Mangabeira","Bahia","Brasil","Governador Mangabeira, Bahia, Brasil",-12.6038648,-39.0372154,24
"Otacílio Costa","Santa Catarina","Brasil","Otacílio Costa, Santa Catarina, Brasil",-27.4818979,-50.1205396,6
"Campo Alegre","Alagoas","Brasil","Campo Alegre, Alagoas, Brasil",-9.7798607,-36.3575793,7
"Zabelê","Paraíba","Brasil","Zabelê, Paraíba, Brasil",-8.075514,-37.0985126,28
"São Sebastião do Umbuzeiro","Paraíba","Brasil","São Sebastião do Umbuzeiro, Paraíba, Brasil",-8.1522871,-37.0090722,14
"Putinga","Rio Grande do Sul","Brasil","Putinga, Rio Grande do Sul, Brasil",-29.0017469,-52.1566367,3
"Triunfo","Rio Grande do Sul","Brasil","Triunfo, Rio Grande do Sul, Brasil",-29.9407972,-51.7191859,16
"Itaguara","Minas Gerais","Brasil","Itaguara, Minas Gerais, Brasil",-20.391389,-44.488055,5
"Campo Florido","Minas Gerais","Brasil","Campo Florido, Minas Gerais, Brasil",-19.760833,-48.572223,5
"Santaluz","Bahia","Brasil","Santaluz, Bahia, Brasil",-11.2505314,-39.3746617,1
"Riachão do Jacuípe","Bahia","Brasil","Riachão do Jacuípe, Bahia, Brasil",-11.8071084,-39.3816843,6
"Valente","Bahia","Brasil","Valente, Bahia, Brasil",-11.4127335,-39.4627304,3
"Queimadas","Bahia","Brasil","Queimadas, Bahia, Brasil",-10.9807081,-39.6249588,15
"Caldas","Minas Gerais","Brasil","Caldas, Minas Gerais, Brasil",-21.923611,-46.386111,5
"Antônio Prado","Rio Grande do Sul","Brasil","Antônio Prado, Rio Grande do Sul, Brasil",-28.8567806,-51.2801355,2
"Botuverá","Santa Catarina","Brasil","Botuverá, Santa Catarina, Brasil",-27.200749,-49.068892,2
"Nilo Peçanha","Bahia","Brasil","Nilo Peçanha, Bahia, Brasil",-13.6015675,-39.1043356,1
"Paulo Lopes","Santa Catarina","Brasil","Paulo Lopes, Santa Catarina, Brasil",-27.964968,-48.6830299,2
"Espírito Santo do Pinhal","São Paulo","Brasil","Espírito Santo do Pinhal, São Paulo, Brasil",-22.190871,-46.74767,3
"VERSAILLES",NA,"França","VERSAILLES, NA, França",48.8035403,2.1266886,1
"Itapicuru","Bahia","Brasil","Itapicuru, Bahia, Brasil",-11.3094471,-38.2184391,2
"Barra do Ouro","Tocantins","Brasil","Barra do Ouro, Tocantins, Brasil",-7.7113784,-47.6743925,1
"Tabuleiro","Minas Gerais","Brasil","Tabuleiro, Minas Gerais, Brasil",-21.3592212,-43.2479134,1
"Carmo do Rio Claro","Minas Gerais","Brasil","Carmo do Rio Claro, Minas Gerais, Brasil",-20.973315,-46.1186754,1
"Aparecida do Rio Negro","Tocantins","Brasil","Aparecida do Rio Negro, Tocantins, Brasil",-9.9513491,-47.9773786,2
"Guaramirim","Santa Catarina","Brasil","Guaramirim, Santa Catarina, Brasil",-26.468753,-49.002628,16
"Pasadena  Califórnia",NA,"Estados Unidos da América","Pasadena  Califórnia, NA, Estados Unidos da América",34.1476452,-118.1444779,1
"São João","Paraná","Brasil","São João, Paraná, Brasil",-25.8273206,-52.7256633,4
"Sobradinho","Bahia","Brasil","Sobradinho, Bahia, Brasil",-9.469775,-40.7957473,12
"Tocantins","Minas Gerais","Brasil","Tocantins, Minas Gerais, Brasil",-21.1738872,-43.0207206,2
"Catanduvas","Paraná","Brasil","Catanduvas, Paraná, Brasil",-25.2043528,-53.154826,10
"Clevelândia","Paraná","Brasil","Clevelândia, Paraná, Brasil",-26.404065,-52.3513972,5
"Salto de Pirapora","São Paulo","Brasil","Salto de Pirapora, São Paulo, Brasil",-23.6492626,-47.5729991,5
"Votorantim","São Paulo","Brasil","Votorantim, São Paulo, Brasil",-23.5466667,-47.4377778,5
"São Pedro do Ivaí","Paraná","Brasil","São Pedro do Ivaí, Paraná, Brasil",-23.8660384,-51.8563711,1
"Terra Santa","Pará","Brasil","Terra Santa, Pará, Brasil",-2.104435,-56.487653,4
"Brasília de Minas","Minas Gerais","Brasil","Brasília de Minas, Minas Gerais, Brasil",-16.2075114,-44.430559,12
"Santana do Itararé","Paraná","Brasil","Santana do Itararé, Paraná, Brasil",-23.7566225,-49.6292826,3
"Cachoeira de Minas","Minas Gerais","Brasil","Cachoeira de Minas, Minas Gerais, Brasil",-22.3554043,-45.7796324,2
"Orleans","Santa Catarina","Brasil","Orleans, Santa Catarina, Brasil",-28.3572698,-49.2872434,6
"Timbé do Sul","Santa Catarina","Brasil","Timbé do Sul, Santa Catarina, Brasil",-28.8300122,-49.8466056,24
"São Martinho","Santa Catarina","Brasil","São Martinho, Santa Catarina, Brasil",-28.165018,-48.9793424,1
"Urussanga","Santa Catarina","Brasil","Urussanga, Santa Catarina, Brasil",-28.5191381,-49.3201776,1
"Ivaiporã","Paraná","Brasil","Ivaiporã, Paraná, Brasil",-24.2433517,-51.6719268,13
"Ribeirão Claro","Paraná","Brasil","Ribeirão Claro, Paraná, Brasil",-23.1960492,-49.7568326,3
"Carmésia","Minas Gerais","Brasil","Carmésia, Minas Gerais, Brasil",-19.0854535,-43.1392003,9
"Salzburgo",NA,"Áustria","Salzburgo, NA, Áustria",47.7981346,13.0464806,1
"Itacuruba","Pernambuco","Brasil","Itacuruba, Pernambuco, Brasil",-8.7266151,-38.6868754,14
"Guildford",NA,"Reino Unido","Guildford, NA, Reino Unido",51.2356068,-0.5732063,1
"Queimada Nova","Piauí","Brasil","Queimada Nova, Piauí, Brasil",-8.5805141,-41.4173529,15
"Lagoa do Sítio","Piauí","Brasil","Lagoa do Sítio, Piauí, Brasil",-6.5169858,-41.5722134,2
"Dirceu Arcoverde","Piauí","Brasil","Dirceu Arcoverde, Piauí, Brasil",-9.3413101,-42.4362055,4
"Rodelas","Bahia","Brasil","Rodelas, Bahia, Brasil",-8.8485589,-38.7663939,2
"Nova Soure","Bahia","Brasil","Nova Soure, Bahia, Brasil",-11.2409332,-38.4774123,4
"Biguaçu","Santa Catarina","Brasil","Biguaçu, Santa Catarina, Brasil",-27.4961277,-48.6542432,3
"Baixa Grande do Ribeiro","Piauí","Brasil","Baixa Grande do Ribeiro, Piauí, Brasil",-7.862861,-45.2113289,3
"São Francisco do Piauí","Piauí","Brasil","São Francisco do Piauí, Piauí, Brasil",-7.2460489,-42.5414016,2
"Varjão de Minas","Minas Gerais","Brasil","Varjão de Minas, Minas Gerais, Brasil",-18.3791473,-46.030627,3
